X,Y,id,spp_com,spp_bot,numberof_st,dbh_range,dbh,date_plant,city,neighborhood,park,x_longitude,y_latitude,ObjectId
-71.033163761,42.337047454,43570,"Oak, Northern Red",Quercus rubra,1,6-12in,8,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03316,42.33705,173
-71.033176501,42.336982521,43571,"Maple, Red",Acer rubrum,1,6-12in,9,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03318,42.33698,174
-71.033184548,42.336860586,43572,Elm,Ulmus species,1,12-18in,12,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03319,42.33686,175
-71.033191253,42.33673419,43573,"Maple, Sugar",Acer saccharum,1,12-18in,15,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03319,42.33673,176
-71.062596549,42.304592999,43847,Cherry/Plum,Prunus species,1,6-12in,11.1,--,Boston,Dorchester,Ronan Park,-71.0626,42.30459,177
-71.033183207,42.336632082,43574,"Maple, Sugar",Acer saccharum,1,18-24in,19,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03318,42.33663,178
-71.033181866,42.336496267,43575,"Maple, Red",Acer rubrum,1,6-12in,7,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03318,42.33649,179
-71.033169796,42.336047185,43576,Elm,Ulmus species,1,6-12in,9,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03317,42.33605,180
-71.033164431,42.335963911,43577,Elm,Ulmus species,1,6-12in,7.5,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03316,42.33596,181
-71.03287207,42.3359079,43578,Horsechestnut,Aesculus hippocastanum,1,3-6in,4.5,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03288,42.33591,182
-71.032858659,42.336035785,43579,"Oak, Northern Red",Quercus rubra,1,12-18in,14,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03286,42.33604,183
-71.03282312,42.33586081,43580,"Planetree, London",Platanus x acerifolia,1,12-18in,17,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03282,42.33586,184
-71.032703762,42.335869733,43581,"Planetree, London",Platanus x acerifolia,1,12-18in,15.5,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03271,42.33587,185
-71.032587756,42.335861802,43582,"Planetree, London",Platanus x acerifolia,1,12-18in,13,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03259,42.33586,186
-71.032477786,42.335862793,43583,"Planetree, London",Platanus x acerifolia,1,12-18in,16,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03248,42.33586,187
-71.032233705,42.335935658,43584,"Oak, Pin",Quercus palustris,1,24-30in,26,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03223,42.33594,188
-71.032371838,42.335923762,43585,"Oak, Pin",Quercus palustris,1,24-30in,24,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03237,42.33592,189
-71.032373179,42.335985226,43586,"Oak, Pin",Quercus palustris,1,18-24in,22,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03237,42.33599,190
-71.032492538,42.336079404,43587,"Oak, Northern Red",Quercus rubra,1,18-24in,20,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03249,42.33608,191
-71.032623966,42.336025871,43588,Honeylocust,Gleditsia triacanthos,1,12-18in,15,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03262,42.33603,192
-71.032744665,42.335971347,43589,Honeylocust,Gleditsia triacanthos,1,12-18in,14,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03275,42.33597,193
-71.032952537,42.335990182,43590,Honeylocust,Gleditsia triacanthos,1,12-18in,14.5,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03295,42.33599,194
-71.032744665,42.336077422,43591,"Oak, Northern Red",Quercus rubra,1,18-24in,19,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03275,42.33608,195
-71.032465716,42.336160695,43592,Oak,Quercus species,1,18-24in,21,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03246,42.33616,196
-71.032618602,42.336126494,43593,Honeylocust,Gleditsia triacanthos,1,12-18in,14.5,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03262,42.33613,197
-71.032379885,42.336086839,43594,"Oak, Northern Red",Quercus rubra,1,18-24in,19,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03238,42.33609,198
-71.032256503,42.336267266,43595,Honeylocust,Gleditsia triacanthos,1,18-24in,22,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03226,42.33627,199
-71.03239866,42.336342608,43596,Honeylocust,Gleditsia triacanthos,1,18-24in,20.5,--,Boston,South Boston,Medal of Honor (M Street Park),-71.0324,42.33634,200
-71.03239866,42.336409029,43597,"Oak, Pin",Quercus palustris,1,18-24in,24,--,Boston,South Boston,Medal of Honor (M Street Park),-71.0324,42.33641,201
-71.03225248,42.336417951,43598,Honeylocust,Gleditsia triacanthos,1,18-24in,20,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03225,42.33642,202
-71.032249798,42.33633666,43599,Honeylocust,Gleditsia triacanthos,1,18-24in,22,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03225,42.33634,203
-71.032236387,42.335990182,43600,"Oak, Pin",Quercus palustris,1,18-24in,21,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03223,42.33599,204
-71.032151227,42.3361602,43601,"Oak, Pin",Quercus palustris,1,3-6in,4,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03215,42.33616,205
-71.03222767,42.336077917,43602,"Oak, Pin",Quercus palustris,1,18-24in,18,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03223,42.33608,206
-71.032115017,42.336062056,43603,"Oak, Northern Red",Quercus rubra,1,3-6in,3,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03211,42.33606,207
-71.032054667,42.33611658,43604,Horsechestnut,Aesculus hippocastanum,1,3-6in,3,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03205,42.33612,208
-71.031986271,42.336020419,43605,"Maple, Red",Acer rubrum,1,3-6in,5,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03199,42.33602,209
-71.032171679,42.335863331,43606,"Planetree, London",Platanus x acerifolia,1,18-24in,18,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03217,42.33587,210
-71.031914186,42.336075482,43607,"Linden, Littleleaf",Tilia cordata,1,3-6in,4,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03191,42.33607,211
-71.031623167,42.33597932,43608,Empty Pit/Planting Site,Empty Pit/Planting Site,0,,0,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03162,42.33598,212
-71.032887828,42.337001399,43609,"Maple, Sugar",Acer saccharum,1,>30in,37,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03289,42.337,213
-71.032734942,42.336954806,43610,"Oak, Sawtooth",Quercus acutissima,1,18-24in,19,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03274,42.33696,214
-71.03263436,42.336912179,43611,"Oak, Sawtooth",Quercus acutissima,1,12-18in,16,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03263,42.33691,215
-71.03262229,42.337083681,43612,"Maple, Red",Acer rubrum,1,6-12in,6,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03262,42.33708,216
-71.032674593,42.337131265,43613,"Maple, Red",Acer rubrum,1,6-12in,7,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03268,42.33713,217
